"Iteration","Ux_up1: Ux_up1 (m/s)","Ux_up2: Ux_up2 (m/s)","Ux_up3: Ux_up3 (m/s)","Ux_up4: Ux_up4 (m/s)","Ux_up5: Ux_up5 (m/s)","Ux_down1: Ux_down1 (m/s)","Ux_down2: Ux_down2 (m/s)","Ux_down3: Ux_down3 (m/s)","Ux_down4: Ux_down4 (m/s)","Ux_down5: Ux_down5 (m/s)"
89.0,2.0000131141840485,2.000003816351832,,,,2.000029078171453,2.00001896786626,2.000010148713566,2.0000080136069425,2.0000073481525957
90.0,2.0000126964107405,2.0000036578059213,,,,2.0000287924953177,2.000018644092351,2.0000100052304193,2.0000079189998883,2.000007266202833
91.0,2.0000122789571253,2.000003476309386,,,,2.000028506506883,2.000018321137861,2.0000098627279943,2.0000078248826747,2.000007184447752
92.0,2.0000118757466376,2.0000033209727777,,,,2.0000282185490708,2.000017999485123,2.0000097195701927,2.000007729321164,2.000007101538909
93.0,2.0000114732166985,2.0000031465753207,,,,2.0000279301407535,2.0000176754500494,2.0000095723285867,2.000007627983226,2.00000701286991
94.0,2.000011086365955,2.000002997627841,,,,2.000027640458229,2.000017355132953,2.000009427378407,2.000007530690211,2.000006927261667
95.0,2.000010697864517,2.000002827100158,,,,2.000027351965134,2.000017034341882,2.0000092811321064,2.0000074298326234,2.0000068384993117
96.0,2.0000103259849444,2.0000026846616286,,,,2.0000270610801314,2.0000167174389043,2.0000091363845,2.00000733120592,2.0000067515423066
97.0,2.000009952004207,2.0000025200570755,,,,2.0000267708955866,2.0000163994937523,2.0000089894414614,2.0000072277578984,2.0000066601821125
98.0,2.000009593911887,2.00000238273537,,,,2.0000264809955475,2.0000160864613075,2.0000088453907305,2.000007129100976,2.000006572811428
99.0,2.0000092337268236,2.0000022244410265,,,,2.0000261955496113,2.000015773549454,2.0000087001694604,2.0000070261336376,2.000006481631944
100.0,2.000008888458926,2.0000020923168185,,,,2.0000259125640776,2.00001546523457,2.000008557235798,2.000006927197811,2.000006393783412
101.0,2.000008540406162,2.0000019369076094,,,,2.000025633734145,2.000015156526089,2.000008412292137,2.0000068230914554,2.0000063013492517
102.0,2.000008207692261,2.000001808540652,,,,2.00002535730236,2.000014852584989,2.00000826986044,2.0000067237593706,2.0000062126329157
103.0,2.0000078723433674,2.00000165954911,,,,2.000025083778292,2.00001454710355,2.000008124005972,2.0000066175569278,2.000006118018945
104.0,2.000007552610201,2.0000015331705283,,,,2.000024809006847,2.00001424693576,2.000007981353414,2.000006517382339,2.000006028115616
105.0,2.0000072291254885,2.0000013830530845,,,,2.000024535062738,2.0000139461588207,2.0000078360074696,2.000006410588066,2.0000059327113124
106.0,2.000006920860091,2.000001262592723,,,,2.000024261164904,2.000013651552711,2.000007694970683,2.0000063110438435,2.000005843178992
107.0,2.000006609184134,2.000001118751836,,,,2.000023989908423,2.000013356972665,2.0000075515846327,2.000006204852429,2.0000057482842326
108.0,2.000006312126914,2.0000010023397685,,,,2.0000237182346954,2.000013068570439,2.000007412094612,2.0000061060692254,2.000005659393823
109.0,2.00000601072443,2.0000008632748103,,,,2.000023447240762,2.000012780774794,2.0000072710452925,2.0000060018789805,2.000005566164952
110.0,2.0000057243042186,2.00000075092804,,,,2.0000231743419534,2.0000124993863286,2.0000071333935256,2.0000059040594036,2.000005478143886
111.0,2.0000054411733936,2.0000006317777954,,,,2.0000229014406696,2.0000122227042088,2.000006999347977,2.0000058075472547,2.0000053921777323
112.0,2.00000515225534,2.0000004965864506,,,,2.0000226228401092,2.0000119420886673,2.00000685596306,2.00000569931735,2.000005295516226
113.0,2.0000048805382624,2.000000391115508,,,,2.00002234170564,2.000011667533892,2.000006718083702,2.0000056017427026,2.000005206886405
114.0,2.000004611654468,2.000000282204726,,,,2.0000220651398264,2.0000113993160147,2.0000065860238085,2.000005506877468,2.00000512188201
115.0,2.0000043371471152,2.0000001544698693,,,,2.000021787701031,2.0000111297841356,2.000006448551229,2.0000054025546534,2.000005028586509
116.0,2.0000040783658086,2.0000000541295124,,,,2.0000215112469846,2.0000108665723437,2.0000063149297835,2.0000053073054267,2.0000049423487005
117.0,2.0000038229511663,1.9999999509312816,,,,2.00002123953498,2.000010608430292,2.000006186073053,2.0000052136752444,2.0000048585691745
118.0,2.00000356307923,1.9999998305255962,,,,2.0000209690302597,2.00001034685744,2.000006049618781,2.00000510933095,2.000004765198603
119.0,2.0000033174574394,1.9999997334397523,,,,2.0000207022021215,2.000010092312985,2.0000059186828985,2.0000050160329144,2.000004680246023
120.0,2.0000030739757384,1.9999996340155184,,,,2.0000204417247476,2.000009843494636,2.0000057938313147,2.000004925370193,2.000004598892602
